Alert Name,Title,Link
1,Georgia a Big Winner at <b>Smart</b> 20 Awards With Three Projects Honored,https://www.google.com/url?rct=j&sa=t&url=https://www.accessnewswire.com/newsroom/en/education/georgia-a-big-winner-at-smart-20-awards-with-three-projects-honored-1012208&ct=ga&cd=CAIyHGM2ZTJjODIwNDNmM2VlZmY6Y29tOmVuOlVTOlI&usg=AOvVaw0Zz21eeujc_jE9DvyRpgc-
1,"Traction Metrics | Kimley-Horn",https://www.google.com/url?rct=j&sa=t&url=https://www.kimley-horn.com/services/solutions/traction-metrics/&ct=ga&cd=CAIyHGM2ZTJjODIwNDNmM2VlZmY6Y29tOmVuOlVTOlI&usg=AOvVaw26wTlXz2HzmhYn09WTEf3y
1,"MassDOT CEO Monica Tibbits-Nutt wants to connect the Commonwealth | <b>Smart Cities</b> Dive",https://www.google.com/url?rct=j&sa=t&url=https://www.smartcitiesdive.com/news/massachusetts-transportation-secretary-monica-tibbits-nutt-profile/743882/&ct=ga&cd=CAIyHGM2ZTJjODIwNDNmM2VlZmY6Y29tOmVuOlVTOlI&usg=AOvVaw1Uv45s2JMbP4WXFTabpm1s
1,Bahrain <b>Smart Cities</b> Summit 2025 Set to Launch on April 15 with Wide Local and ...,https://www.google.com/url?rct=j&sa=t&url=https://www.newsofbahrain.com/bahrain/111206.html&ct=ga&cd=CAIyHGM2ZTJjODIwNDNmM2VlZmY6Y29tOmVuOlVTOlI&usg=AOvVaw2x_6KtpLEpKSwOxY3BrpTw
1,Pune Congress Criticises BJP for Make False Promises to People in The Name of <b>Smart City</b> Project,https://www.google.com/url?rct=j&sa=t&url=https://www.lokmattimes.com/pune/pune-congress-criticises-bjp-for-make-false-promises-to-people-in-the-name-of-smart-city-project-a510/&ct=ga&cd=CAIyHGM2ZTJjODIwNDNmM2VlZmY6Y29tOmVuOlVTOlI&usg=AOvVaw2MmkdL0WonkgR91w4a7bx4
1,The Impact of Digital Inclusive Finance on Agricultural Carbon Emissions at the <b>City</b> Level in China,https://www.google.com/url?rct=j&sa=t&url=https://www.sciencedirect.com/science/article/abs/pii/S0959652625008194&ct=ga&cd=CAIyHGM2ZTJjODIwNDNmM2VlZmY6Y29tOmVuOlVTOlI&usg=AOvVaw3V8HQw2Etd1Q1BbRDWTDDK
1,"EDGE&#39;s Beacon Red partners with Presight AI to advance <b>smart city</b>, security solutions",https://www.google.com/url?rct=j&sa=t&url=https://www.arabianbusiness.com/industries/technology/edges-beacon-red-partners-with-presight-ai-to-advance-smart-city-security-solutions&ct=ga&cd=CAIyHGM2ZTJjODIwNDNmM2VlZmY6Y29tOmVuOlVTOlI&usg=AOvVaw1wiT5fWrV5hDl73cZhEAM1
1,<b>Smart City</b> Project Scrapped; Nagpur Assets to Be Handed Over to NMC,https://www.google.com/url?rct=j&sa=t&url=https://www.nagpurtrends.com/articles/smart-city-project-scrapped-nagpur-assets-to-be-handed-over-to-nmc-n64lGc&ct=ga&cd=CAIyHGM2ZTJjODIwNDNmM2VlZmY6Y29tOmVuOlVTOlI&usg=AOvVaw3CA-fFTwi1vfX-AueZS7pf
1,<b>Smart</b> water management market experiencing significant growth,https://www.google.com/url?rct=j&sa=t&url=https://www.smart-energy.com/industry-sectors/smart-meters/smart-water-management-market-experiencing-significant-growth/&ct=ga&cd=CAIyHGM2ZTJjODIwNDNmM2VlZmY6Y29tOmVuOlVTOlI&usg=AOvVaw1B6vj6Glj8zR4j5VyT0NrH
1,<b>Smart Cities</b>: An integrated approach to realising <b>urban</b> potential - Construction Week Online,https://www.google.com/url?rct=j&sa=t&url=https://www.constructionweekonline.com/business/insights/smart-cities-urban-potential&ct=ga&cd=CAIyHGM2ZTJjODIwNDNmM2VlZmY6Y29tOmVuOlVTOlI&usg=AOvVaw0NMrS2mVl31l_0SB4sDQbF
1,Innovation on display: Discover the tech shaping Asia&#39;s future at Hong Kong&#39;s leading fairs,https://www.google.com/url?rct=j&sa=t&url=https://e27.co/innovation-display-discover-tech-shaping-asias-future-hong-kongs-leading-fairs-20250407/&ct=ga&cd=CAIyHGM2ZTJjODIwNDNmM2VlZmY6Y29tOmVuOlVTOlI&usg=AOvVaw0PpRaOxDW9G4WC0khpztND
1,"NDA&#39;s <b>Smart Cities</b> Mission and UPA&#39;s JNNURM: Same flaws, similar outcome - The Federal",https://www.google.com/url?rct=j&sa=t&url=https://thefederal.com/the-federal-special/ndas-smart-cities-mission-and-upas-jnnurm-same-flaws-similar-outcome-180585&ct=ga&cd=CAIyHGM2ZTJjODIwNDNmM2VlZmY6Y29tOmVuOlVTOlI&usg=AOvVaw1VgQ-AfcNEHaBa0NxqyOWr
1,World&#39;s smartest <b>cities</b> strike very different balances to satisfy citizen needs,https://www.google.com/url?rct=j&sa=t&url=https://www.imd.org/news/competitiveness/worlds-smartest-cities-strike-very-different-balances-to-satisfy-citizen-needs-but-a-lack-of-affordable-housing-is-a-struggle-they-share/&ct=ga&cd=CAIyHGM2ZTJjODIwNDNmM2VlZmY6Y29tOmVuOlVTOlI&usg=AOvVaw0GvTSb6Q7N5Qx4UK7iXX2t
1,<b>Smart Cities</b> Miami Conference Explores Equitable <b>Urban</b> Futures,https://www.google.com/url?rct=j&sa=t&url=https://news.miami.edu/soa-now/stories/2025/04/smart-cities-miami-conference-explores-equitable-urban-futures.html&ct=ga&cd=CAIyHGM2ZTJjODIwNDNmM2VlZmY6Y29tOmVuOlVTOlI&usg=AOvVaw3vm1ZPq-WqRSW4H3jFIVq6
1,Arizona Technology Council Announces <b>Smart City</b> + IoT Summit - Digital Journal,https://www.google.com/url?rct=j&sa=t&url=https://www.digitaljournal.com/pr/news/pr-zen/arizona-technology-council-announces-smart-1321880034.html&ct=ga&cd=CAIyHGM2ZTJjODIwNDNmM2VlZmY6Y29tOmVuOlVTOlI&usg=AOvVaw3JMwNwFMqJ8Ig_cGF6ptTp
1,"Egypt&#39;s Housing Minister, Slovak Ambassador explore <b>smart city</b> cooperation - Dailynewsegypt",https://www.google.com/url?rct=j&sa=t&url=https://www.dailynewsegypt.com/2025/04/07/egypts-housing-minister-slovak-ambassador-explore-smart-city-cooperation/&ct=ga&cd=CAIyHGM2ZTJjODIwNDNmM2VlZmY6Y29tOmVuOlVTOlI&usg=AOvVaw3qtQ5nLZgbUwFVRclGjgm2
1,BILLIONAIRES MAKING THEIR OWN UTOPIAS - PressReader,https://www.google.com/url?rct=j&sa=t&url=https://www.pressreader.com/india/deccan-chronicle/20250407/282394110271922&ct=ga&cd=CAIyHGM2ZTJjODIwNDNmM2VlZmY6Y29tOmVuOlVTOlI&usg=AOvVaw0xBPI36-w7Dn8hO_sEZ00w
2,Inflation worries drive WA lawmakers to jack up I-5 bridge borrowing <b>plan</b> by $900M,https://www.google.com/url?rct=j&sa=t&url=https://washingtonstatestandard.com/2025/04/08/inflation-worries-drive-wa-lawmakers-to-jack-up-i-5-bridge-borrowing-plan-by-900m/&ct=ga&cd=CAIyHDdmNTZmZmYwYzk3NWE5Yzc6Y29tOmVuOlVTOlI&usg=AOvVaw3x6GXjxnY1qZcWnx0_uqH6
